2021-12-12 14:12:98 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:986 INFO  RegisterPage :127 - Enter company name Prime to company's name field [[ChromeDriver: chrome on WINDOWS (597812518e3987372c52dcf3c2ef6817)] -> xpath: //input[@name='Company']]
2021-12-15 11:12:88 INFO  RegisterPage :134 -  Enter password abc123 to password field [[ChromeDriver: chrome on WINDOWS (597812518e3987372c52dcf3c2ef6817)] -> xpath: //input[@name='Password']]
2021-12-15 11:12:179 INFO  RegisterPage :141 -  Enter confirm passwordabc123 to confirm password field [[ChromeDriver: chrome on WINDOWS (597812518e3987372c52dcf3c2ef6817)] -> xpath: //input[@name='ConfirmPassword']]
2021-12-15 11:12:268 INFO  RegisterPage :148 -  Click on register button [[ChromeDriver: chrome on WINDOWS (597812518e3987372c52dcf3c2ef6817)] -> xpath: //button[@id='register-button']]
2021-12-15 11:12:288 INFO  RegisterPage :159 - Verify register Text:  displayed on register page [[ChromeDriver: chrome on WINDOWS (597812518e3987372c52dcf3c2ef6817)] -> xpath: //span[@id='FirstName-error']]
2021-12-15 11:12:556 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:38 INFO  HomePage :44 - Clicking on register link 
2021-12-15 11:12:437 INFO  RegisterPage :86 - Enter last name B to last name field[[ChromeDriver: chrome on WINDOWS (085812dcf772b059e51c4565c4f55cb0)] -> xpath: //input[@id='LastName']]
2021-12-15 11:12:535 INFO  RegisterPage :93 - Enter date 1 to date field [[ChromeDriver: chrome on WINDOWS (085812dcf772b059e51c4565c4f55cb0)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:583 INFO  RegisterPage :93 - Enter date May to date field [[ChromeDriver: chrome on WINDOWS (085812dcf772b059e51c4565c4f55cb0)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:630 INFO  RegisterPage :93 - Enter date 2009 to date field [[ChromeDriver: chrome on WINDOWS (085812dcf772b059e51c4565c4f55cb0)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:739 INFO  RegisterPage :120 - Enter email def@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (085812dcf772b059e51c4565c4f55cb0)] -> id: Email]
2021-12-15 11:12:831 INFO  RegisterPage :127 - Enter company name Testing to company's name field [[ChromeDriver: chrome on WINDOWS (085812dcf772b059e51c4565c4f55cb0)] -> xpath: //input[@name='Company']]
2021-12-15 11:12:936 INFO  RegisterPage :134 -  Enter password def123 to password field [[ChromeDriver: chrome on WINDOWS (085812dcf772b059e51c4565c4f55cb0)] -> xpath: //input[@name='Password']]
2021-12-15 11:12:30 INFO  RegisterPage :141 -  Enter confirm passworddef123 to confirm password field [[ChromeDriver: chrome on WINDOWS (085812dcf772b059e51c4565c4f55cb0)] -> xpath: //input[@name='ConfirmPassword']]
2021-12-15 11:12:124 INFO  RegisterPage :148 -  Click on register button [[ChromeDriver: chrome on WINDOWS (085812dcf772b059e51c4565c4f55cb0)] -> xpath: //button[@id='register-button']]
2021-12-15 11:12:148 INFO  RegisterPage :159 - Verify register Text:  displayed on register page [[ChromeDriver: chrome on WINDOWS (085812dcf772b059e51c4565c4f55cb0)] -> xpath: //span[@id='FirstName-error']]
2021-12-15 11:12:210 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:641 INFO  HomePage :44 - Clicking on register link 
2021-12-15 11:12:988 INFO  RegisterPage :86 - Enter last name C to last name field[[ChromeDriver: chrome on WINDOWS (d538f230156a0e0f470720b68fd465c0)] -> xpath: //input[@id='LastName']]
2021-12-15 11:12:80 INFO  RegisterPage :93 - Enter date 1 to date field [[ChromeDriver: chrome on WINDOWS (d538f230156a0e0f470720b68fd465c0)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:136 INFO  RegisterPage :93 - Enter date November to date field [[ChromeDriver: chrome on WINDOWS (d538f230156a0e0f470720b68fd465c0)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:191 INFO  RegisterPage :93 - Enter date 2010 to date field [[ChromeDriver: chrome on WINDOWS (d538f230156a0e0f470720b68fd465c0)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:297 INFO  RegisterPage :120 - Enter email ghi@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (d538f230156a0e0f470720b68fd465c0)] -> id: Email]
2021-12-15 11:12:386 INFO  RegisterPage :127 - Enter company name Square1 to company's name field [[ChromeDriver: chrome on WINDOWS (d538f230156a0e0f470720b68fd465c0)] -> xpath: //input[@name='Company']]
2021-12-15 11:12:481 INFO  RegisterPage :134 -  Enter password ghi123 to password field [[ChromeDriver: chrome on WINDOWS (d538f230156a0e0f470720b68fd465c0)] -> xpath: //input[@name='Password']]
2021-12-15 11:12:583 INFO  RegisterPage :141 -  Enter confirm passwordghi123 to confirm password field [[ChromeDriver: chrome on WINDOWS (d538f230156a0e0f470720b68fd465c0)] -> xpath: //input[@name='ConfirmPassword']]
2021-12-15 11:12:665 INFO  RegisterPage :148 -  Click on register button [[ChromeDriver: chrome on WINDOWS (d538f230156a0e0f470720b68fd465c0)] -> xpath: //button[@id='register-button']]
2021-12-15 11:12:680 INFO  RegisterPage :159 - Verify register Text:  displayed on register page [[ChromeDriver: chrome on WINDOWS (d538f230156a0e0f470720b68fd465c0)] -> xpath: //span[@id='FirstName-error']]
2021-12-15 11:12:770 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:258 INFO  HomePage :44 - Clicking on register link 
2021-12-15 11:12:690 INFO  RegisterPage :86 - Enter last name D to last name field[[ChromeDriver: chrome on WINDOWS (c254659d9dc61a13ebfff01ca694c105)] -> xpath: //input[@id='LastName']]
2021-12-15 11:12:789 INFO  RegisterPage :93 - Enter date 1 to date field [[ChromeDriver: chrome on WINDOWS (c254659d9dc61a13ebfff01ca694c105)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:872 INFO  RegisterPage :93 - Enter date February to date field [[ChromeDriver: chrome on WINDOWS (c254659d9dc61a13ebfff01ca694c105)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:918 INFO  RegisterPage :93 - Enter date 2014 to date field [[ChromeDriver: chrome on WINDOWS (c254659d9dc61a13ebfff01ca694c105)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:30 INFO  RegisterPage :120 - Enter email jkl@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (c254659d9dc61a13ebfff01ca694c105)] -> id: Email]
2021-12-15 11:12:136 INFO  RegisterPage :127 - Enter company name Interior Collection to company's name field [[ChromeDriver: chrome on WINDOWS (c254659d9dc61a13ebfff01ca694c105)] -> xpath: //input[@name='Company']]
2021-12-15 11:12:238 INFO  RegisterPage :134 -  Enter password jkl123 to password field [[ChromeDriver: chrome on WINDOWS (c254659d9dc61a13ebfff01ca694c105)] -> xpath: //input[@name='Password']]
2021-12-15 11:12:340 INFO  RegisterPage :141 -  Enter confirm passwordjkl123 to confirm password field [[ChromeDriver: chrome on WINDOWS (c254659d9dc61a13ebfff01ca694c105)] -> xpath: //input[@name='ConfirmPassword']]
2021-12-15 11:12:426 INFO  RegisterPage :148 -  Click on register button [[ChromeDriver: chrome on WINDOWS (c254659d9dc61a13ebfff01ca694c105)] -> xpath: //button[@id='register-button']]
2021-12-15 11:12:444 INFO  RegisterPage :159 - Verify register Text:  displayed on register page [[ChromeDriver: chrome on WINDOWS (c254659d9dc61a13ebfff01ca694c105)] -> xpath: //span[@id='FirstName-error']]
2021-12-15 11:12:476 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:55 INFO  HomePage :44 - Clicking on register link 
2021-12-15 11:12:493 INFO  RegisterPage :86 - Enter last name E to last name field[[ChromeDriver: chrome on WINDOWS (892d9066734bcd4e23145ddb58f6b40d)] -> xpath: //input[@id='LastName']]
2021-12-15 11:12:575 INFO  RegisterPage :93 - Enter date 1 to date field [[ChromeDriver: chrome on WINDOWS (892d9066734bcd4e23145ddb58f6b40d)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:632 INFO  RegisterPage :93 - Enter date January to date field [[ChromeDriver: chrome on WINDOWS (892d9066734bcd4e23145ddb58f6b40d)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:691 INFO  RegisterPage :93 - Enter date 2020 to date field [[ChromeDriver: chrome on WINDOWS (892d9066734bcd4e23145ddb58f6b40d)] -> xpath: //select[@name='DateOfBirthDay']]
2021-12-15 11:12:788 INFO  RegisterPage :120 - Enter email mno@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (892d9066734bcd4e23145ddb58f6b40d)] -> id: Email]
2021-12-15 11:12:873 INFO  RegisterPage :127 - Enter company name HarrowGS to company's name field [[ChromeDriver: chrome on WINDOWS (892d9066734bcd4e23145ddb58f6b40d)] -> xpath: //input[@name='Company']]
2021-12-15 11:12:973 INFO  RegisterPage :134 -  Enter password mno123 to password field [[ChromeDriver: chrome on WINDOWS (892d9066734bcd4e23145ddb58f6b40d)] -> xpath: //input[@name='Password']]
2021-12-15 11:12:55 INFO  RegisterPage :141 -  Enter confirm passwordmno123 to confirm password field [[ChromeDriver: chrome on WINDOWS (892d9066734bcd4e23145ddb58f6b40d)] -> xpath: //input[@name='ConfirmPassword']]
2021-12-15 11:12:139 INFO  RegisterPage :148 -  Click on register button [[ChromeDriver: chrome on WINDOWS (892d9066734bcd4e23145ddb58f6b40d)] -> xpath: //button[@id='register-button']]
2021-12-15 11:12:157 INFO  RegisterPage :159 - Verify register Text:  displayed on register page [[ChromeDriver: chrome on WINDOWS (892d9066734bcd4e23145ddb58f6b40d)] -> xpath: //span[@id='FirstName-error']]
2021-12-15 11:12:659 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:691 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 11:12:30 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (a308ff3de028b76f749a40a799a543ae)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 11:12:112 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:619 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 11:12:925 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (fff12674a9091af29b70e26d4abf6b3e)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 11:12:150 INFO  ComputerPage :32 - Clicking on Desktop ButtonProxy element for: DefaultElementLocator 'By.xpath: //li[@class='inactive']//a[@href='/desktops']'
2021-12-15 11:12:295 INFO  DesktopPage :30 - Clicking on build your computer linkProxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Build your own computer')]'
2021-12-15 11:12:381 INFO  DesktopPage :37 - Clicking on 400GB hard disk drive[[ChromeDriver: chrome on WINDOWS (fff12674a9091af29b70e26d4abf6b3e)] -> id: product_attribute_3_7]
2021-12-15 11:12:448 INFO  DesktopPage :44 - Clicking on add to card button[[ChromeDriver: chrome on WINDOWS (fff12674a9091af29b70e26d4abf6b3e)] -> id: add-to-cart-button-1]
2021-12-15 11:12:260 INFO  DesktopPage :50 - Verify product add successfuly text[[ChromeDriver: chrome on WINDOWS (fff12674a9091af29b70e26d4abf6b3e)] -> xpath: //p[@class='content']]
2021-12-15 11:12:175 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:733 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 11:12:114 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (4a27e492d8690fe29fdf7bfdedc83d7b)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 11:12:265 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:711 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 11:12:313 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (dbfc1eeb42668f0dbd1788021788d1ae)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 11:12:510 INFO  ComputerPage :32 - Clicking on Desktop ButtonProxy element for: DefaultElementLocator 'By.xpath: //li[@class='inactive']//a[@href='/desktops']'
2021-12-15 11:12:178 INFO  DesktopPage :30 - Clicking on build your computer linkProxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Build your own computer')]'
2021-12-15 11:12:269 INFO  DesktopPage :37 - Clicking on 400GB hard disk drive[[ChromeDriver: chrome on WINDOWS (dbfc1eeb42668f0dbd1788021788d1ae)] -> id: product_attribute_3_7]
2021-12-15 11:12:349 INFO  DesktopPage :44 - Clicking on add to card button[[ChromeDriver: chrome on WINDOWS (dbfc1eeb42668f0dbd1788021788d1ae)] -> id: add-to-cart-button-1]
2021-12-15 11:12:865 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:948 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 11:12:210 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (3cde563186a381a5557dc19c58657b3e)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 11:12:778 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 11:12:604 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 11:12:875 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (f99697e6187d569a3350dadb9f2c5447)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 11:12:11 INFO  ComputerPage :32 - Clicking on Desktop ButtonProxy element for: DefaultElementLocator 'By.xpath: //li[@class='inactive']//a[@href='/desktops']'
2021-12-15 11:12:780 INFO  DesktopPage :44 - Clicking on build your computer link[[ChromeDriver: chrome on WINDOWS (f99697e6187d569a3350dadb9f2c5447)] -> xpath: //a[contains(text(),'Build your own computer')]]
2021-12-15 11:12:888 INFO  DesktopPage :70 - Clicking on 400GB hard disk drive[[ChromeDriver: chrome on WINDOWS (f99697e6187d569a3350dadb9f2c5447)] -> id: product_attribute_1]
2021-12-15 11:12:09 INFO  DesktopPage :75 - Clicking on 400GB hard disk drive[[ChromeDriver: chrome on WINDOWS (f99697e6187d569a3350dadb9f2c5447)] -> id: product_attribute_2]
2021-12-15 11:12:124 INFO  DesktopPage :51 - Clicking on 400GB hard disk drive[[ChromeDriver: chrome on WINDOWS (f99697e6187d569a3350dadb9f2c5447)] -> id: product_attribute_3_7]
2021-12-15 11:12:177 INFO  DesktopPage :80 - Clicking on 400GB hard disk drive[[ChromeDriver: chrome on WINDOWS (f99697e6187d569a3350dadb9f2c5447)] -> xpath: //dd[@id='product_attribute_input_4']//li/label]
2021-12-15 11:12:243 INFO  DesktopPage :85 - Clicking on 400GB hard disk drive[[ChromeDriver: chrome on WINDOWS (f99697e6187d569a3350dadb9f2c5447)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]
2021-12-15 11:12:301 INFO  DesktopPage :58 - Clicking on add to card button[[ChromeDriver: chrome on WINDOWS (f99697e6187d569a3350dadb9f2c5447)] -> id: add-to-cart-button-1]
2021-12-15 11:12:345 INFO  DesktopPage :64 - Verify product add successfuly textProxy element for: DefaultElementLocator 'By.xpath: //a[normalize-space()='shopping cart']'
2021-12-15 12:12:561 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:734 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:07 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (dd48d3f62ba7162d7c5109803e9b2e99)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:252 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:102 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:373 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (63afffa994df9b795d5f462ec6a6b25e)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:964 INFO  ComputerPage :32 - Clicking on Desktop ButtonProxy element for: DefaultElementLocator 'By.xpath: //li[@class='inactive']//a[@href='/desktops']'
2021-12-15 12:12:975 INFO  DesktopPage :45 - Clicking on build your computer link[[ChromeDriver: chrome on WINDOWS (63afffa994df9b795d5f462ec6a6b25e)] -> xpath: //a[contains(text(),'Build your own computer')]]
2021-12-15 12:12:85 INFO  DesktopPage :71 - Clicking on 400GB hard disk drive[[ChromeDriver: chrome on WINDOWS (63afffa994df9b795d5f462ec6a6b25e)] -> id: product_attribute_1]
2021-12-15 12:12:557 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:448 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:653 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:323 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:970 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (773f920e55d0b28745d1a83153708114)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:32 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:61 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:534 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (3356ed7251a4b46801a7d89ca20b5634)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:106 INFO  ComputerPage :32 - Clicking on Desktop ButtonProxy element for: DefaultElementLocator 'By.xpath: //li[@class='inactive']//a[@href='/desktops']'
2021-12-15 12:12:67 INFO  DesktopPage :45 - Clicking on build your computer link[[ChromeDriver: chrome on WINDOWS (3356ed7251a4b46801a7d89ca20b5634)] -> xpath: //a[contains(text(),'Build your own computer')]]
2021-12-15 12:12:170 INFO  DesktopPage :71 - Clicking on 400GB hard disk drive[[ChromeDriver: chrome on WINDOWS (3356ed7251a4b46801a7d89ca20b5634)] -> id: product_attribute_1]
2021-12-15 12:12:393 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:245 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:495 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (26a595d2dfeee83a4c5fe0d9ead909cf)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:629 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:240 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:835 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (c4c52a0eba824e1a1468a7daea51a541)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:991 INFO  ComputerPage :32 - Clicking on Desktop ButtonProxy element for: DefaultElementLocator 'By.xpath: //li[@class='inactive']//a[@href='/desktops']'
2021-12-15 12:12:602 INFO  DesktopPage :45 - Clicking on build your computer link[[ChromeDriver: chrome on WINDOWS (c4c52a0eba824e1a1468a7daea51a541)] -> xpath: //a[contains(text(),'Build your own computer')]]
2021-12-15 12:12:710 INFO  DesktopPage :71 - Clicking on PROCESSOR[[ChromeDriver: chrome on WINDOWS (c4c52a0eba824e1a1468a7daea51a541)] -> id: product_attribute_1]
2021-12-15 12:12:865 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:160 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:837 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (2de3b14d1f8a5b9e9691ca2cfdb88b05)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:995 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:660 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:949 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (b1785e0a0da826d6022952852f42293b)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:200 INFO  ComputerPage :32 - Clicking on Desktop ButtonProxy element for: DefaultElementLocator 'By.xpath: //li[@class='inactive']//a[@href='/desktops']'
2021-12-15 12:12:179 INFO  DesktopPage :45 - Clicking on build your computer link[[ChromeDriver: chrome on WINDOWS (b1785e0a0da826d6022952852f42293b)] -> xpath: //a[contains(text(),'Build your own computer')]]
2021-12-15 12:12:261 INFO  DesktopPage :71 - Clicking on PROCESSOR[[ChromeDriver: chrome on WINDOWS (b1785e0a0da826d6022952852f42293b)] -> id: product_attribute_1]
2021-12-15 12:12:226 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:831 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:71 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (fd5e9e6be28b22c4c38210c031471146)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:231 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:934 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:170 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (4c4442c3948a302de6e41d9a6088235b)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:325 INFO  ComputerPage :32 - Clicking on Desktop ButtonProxy element for: DefaultElementLocator 'By.xpath: //li[@class='inactive']//a[@href='/desktops']'
2021-12-15 12:12:26 INFO  DesktopPage :45 - Clicking on build your computer link[[ChromeDriver: chrome on WINDOWS (4c4442c3948a302de6e41d9a6088235b)] -> xpath: //a[contains(text(),'Build your own computer')]]
2021-12-15 12:12:123 INFO  DesktopPage :71 - Clicking on PROCESSOR[[ChromeDriver: chrome on WINDOWS (4c4442c3948a302de6e41d9a6088235b)] -> id: product_attribute_1]
2021-12-15 12:12:577 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:201 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:516 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (e25306c2526745fefb2da9ad69a05e2b)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:624 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:89 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:388 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (95cb4ec23f392f343e32e7cac8bda836)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:718 INFO  ComputerPage :32 - Clicking on Desktop ButtonProxy element for: DefaultElementLocator 'By.xpath: //li[@class='inactive']//a[@href='/desktops']'
2021-12-15 12:12:360 INFO  DesktopPage :45 - Clicking on build your computer link[[ChromeDriver: chrome on WINDOWS (95cb4ec23f392f343e32e7cac8bda836)] -> xpath: //a[contains(text(),'Build your own computer')]]
2021-12-15 12:12:465 INFO  DesktopPage :71 - Clicking on PROCESSOR[[ChromeDriver: chrome on WINDOWS (95cb4ec23f392f343e32e7cac8bda836)] -> id: product_attribute_1]
2021-12-15 12:12:591 INFO  DesktopPage :76 - Clicking on RAM [[ChromeDriver: chrome on WINDOWS (95cb4ec23f392f343e32e7cac8bda836)] -> id: product_attribute_2]
2021-12-15 12:12:692 INFO  DesktopPage :52 - Clicking on 400GB hard disk drive[[ChromeDriver: chrome on WINDOWS (95cb4ec23f392f343e32e7cac8bda836)] -> id: product_attribute_3_7]
2021-12-15 12:12:757 INFO  DesktopPage :81 - Clicking on OS [[ChromeDriver: chrome on WINDOWS (95cb4ec23f392f343e32e7cac8bda836)] -> xpath: //dd[@id='product_attribute_input_4']//li/label]
2021-12-15 12:12:827 INFO  DesktopPage :86 - Clicking on Software[[ChromeDriver: chrome on WINDOWS (95cb4ec23f392f343e32e7cac8bda836)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]
2021-12-15 12:12:882 INFO  DesktopPage :59 - Clicking on add to card button[[ChromeDriver: chrome on WINDOWS (95cb4ec23f392f343e32e7cac8bda836)] -> id: add-to-cart-button-1]
2021-12-15 12:12:339 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:236 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:547 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (73e72a78f9b6a50d234b6331640acf01)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:864 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:480 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:627 INFO  ComputerPage :23 -  verify Computer text [[ChromeDriver: chrome on WINDOWS (f16aafaedbe2ff6f3fa03a6107fb654d)] -> xpath: //h1[contains(text(),'Computers')]]
2021-12-15 12:12:783 INFO  ComputerPage :32 - Clicking on Desktop ButtonProxy element for: DefaultElementLocator 'By.xpath: //li[@class='inactive']//a[@href='/desktops']'
2021-12-15 12:12:379 INFO  DesktopPage :45 - Clicking on build your computer link[[ChromeDriver: chrome on WINDOWS (f16aafaedbe2ff6f3fa03a6107fb654d)] -> xpath: //a[contains(text(),'Build your own computer')]]
2021-12-15 12:12:490 INFO  DesktopPage :71 - Clicking on PROCESSOR[[ChromeDriver: chrome on WINDOWS (f16aafaedbe2ff6f3fa03a6107fb654d)] -> id: product_attribute_1]
2021-12-15 12:12:459 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:434 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:78 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:521 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:399 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:316 INFO  ComputerPage :32 - Get pageTitle text : Computers
2021-12-15 12:12:811 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:516 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:205 INFO  DesktopPage :43 - Get pageTitle text Desktops
2021-12-15 12:12:485 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:981 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:942 INFO  DesktopPage :66 - Click on product 'Build your own computer' : Build your own computer
2021-12-15 12:12:109 INFO  BuildYourOwnComputerPage :64 - Select processor '2.2 GHz Intel Pentium Dual-Core E2200
2021-12-15 12:12:275 INFO  BuildYourOwnComputerPage :72 - Select RAM '2 GB
2021-12-15 12:12:432 INFO  BuildYourOwnComputerPage :81 - Select HDD '320 GB
2021-12-15 12:12:562 INFO  BuildYourOwnComputerPage :93 - Select HDD 'Vista Home [+$50.00]
2021-12-15 12:12:693 INFO  BuildYourOwnComputerPage :105 - Select Software '[[ChromeDriver: chrome on WINDOWS (cce1393d6f4162d33f5d642e974b245b)] -> xpath: //dd[@id='product_attribute_input_5']//li/label]
2021-12-15 12:12:822 INFO  BuildYourOwnComputerPage :114 - Click on 'ADD TO CART' Button
2021-12-15 12:12:757 INFO  BuildYourOwnComputerPage :121 - Get productAdded Message : The product has been added to your shopping cart
2021-12-15 12:12:60 INFO  ManageDriver :29 - Launching chrome Browser
2021-12-15 12:12:444 INFO  HomePage :56 - Clicking on Computers tab
2021-12-15 12:12:815 INFO  DesktopPage :66 - Click on product 'Build your own computer' : Build your own computer
2021-12-15 12:12:870 INFO  BuildYourOwnComputerPage :64 - Select processor '2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00]
2021-12-15 12:12:51 INFO  BuildYourOwnComputerPage :72 - Select RAM '4GB [+$20.00]
2021-12-15 12:12:222 INFO  BuildYourOwnComputerPage :81 - Select HDD '400 GB [+$100.00]
2021-12-15 12:12:430 INFO  BuildYourOwnComputerPage :93 - Select HDD 'Vista Premium [+$60.00]
